job_title,company_name,location,summary
Data Engineer,Natera,San Carlos. CA 94070,This position is responsible for analyzing data and collaborate with business analyst and developers to translate data requirements into logical data models.
Data Engineer,Ipsos North America,Culver City. CA,Provide consulting for internal teams and clients on data architectures and schemas. data hygiene. and areas for improving process efficiency.
Senior Data Engineer,Seasoned,San Francisco. CA 94108 (Financial District area),Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues. Own core pieces of the Seasoned data platform.
Data Engineer. GMS,Facebook,Menlo Park. CA 94025,Build data expertise and own data quality for allocated areas of ownership. Experience with large data sets. Hadoop. and data visualization tools.
NASA Data Systems Test and Software Operations Support Engin...,HX5,Mountain View. CA 94035,Strong attention to details in maintaining data integrity and identifying potential data problems. The S3VI common web portal will perform data consolidation.
Senior Data Engineer,Natera,San Carlos. CA 94070,This position is responsible for analyzing data and collaborate with business analyst and developers to translate data requirements into logical data models.
Principal Data Engineer,Shutterfly,Redwood City. CA 94065 (Westport area),Identify. evaluate and evangelize through data-based evidence improvements to the Data Lake as we as the data processing environment; hence influence the data
Data Scientist / Data Engineer,DeepMap. Inc,Palo Alto. CA 94303,Ability to investigate down to data source to ensure accuracy of data. Experience analyzing large scale data sets. Database querying skills using SQL.
Software Engineer - Data,Obsidian Security,Redwood City. CA 94063+1 location,You are a strong. analytically inclined engineer who loves solving complex problems using data. Work in tandem with data science and data engineering teams to
Senior Data Engineer,TaskRabbit,San Francisco. CA 94107 (South Beach area)+1 location,You will work on developing and enhancing our data warehouse. defining processes for data monitoring and alerting as well as maintaining data integrity in our
Data Solutions Engineer,Wayfair,San Francisco. CA,5+ years experience designing and implementing data-driven solutions. such as reporting or data integration systems to align business goals.
Senior Data Engineer - Prediction and Behavior Modeling,Motional,Santa Monica. CA 90401 (Downtown/Third Street Promenade area),Experience working with large data sets. BS in computer science. engineering. or applied math with 7+ years practical experience in data science. modeling.
Senior Data Engineer (BIG DATA / HADOOP),Visa,Foster City. CA,Build and maintain a robust data engineering process to develop and implement self-serve data and tools for Visas data scientists. Go lang and Scala is a plus.
Senior Data Engineer,HOVER,California•Remote,The data team is made up of 8 data engineers. analysts. and scientists. We work cross-functionally and fullstack delivering data pipelines. scripting automation
Chief Engineer. Data Center,Able Services,Sunnyvale. CA,We also serve corporate and university campuses. data centers. high-tech and bio-tech research. medical. manufacturing and warehousing facilities.
Software Engineer - Ads Data,Bytedance,Mountain View. CA,Build data expertise and own data quality for allocated areas of ownership. Work with product managers and data analysts to build data products that power our
Data Engineer,CourseKey,California•Remote,Develop ETL processes to merge data from disparate sources. Ninja-level data visualization and spreadsheet storytelling skills. 70%+ Pacific time-zone overlap.
Data / ETL Engineer with Python,Ingenworks,San Francisco. CA•Remote,Be the subject matter expert in all things data pipelines. data lakes and warehouse. tooling & frameworks. integration and sourcing of data.
Backend/Data Engineer,Verkada,San Mateo. CA,Ability to engineer fault-tolerant distributed systems that move data around without duplicates. missed rows. within api limits.
Senior Data Engineer,Fast AF,San Francisco. CA•Remote,Interface with engineers. product managers and machine learning scientists/engineers to understand data needs and implement robust and scalable solutions.
Data Science Engineer,Medtronic,Northridge. CA 91325,Experience in a regulated environment. ideally within medical devices; medical data analytics (examples include data discovery. pattern recognition. machine
Sr. Data Engineer SDI + Hana,QuantumBricks,Milpitas. CA•Temporarily Remote,Bachelors degree - Computer Science. Electronics. Electrical. 3+ years relevant experience in the product/platform engineering space.
Data Science - Analytics Engineer,Resonance AI,San Francisco. CA,Experience with relational data modeling and metadata management. Analyze and translate business needs into long-term data models.
Software Engineer. Data Infrastructure,Airtable,San Francisco. CA,You have professional experience working with modern data storage and processing technologies. and you've wrangled enough data to understand how often the
Data Engineer,MOLOCO,Redwood City. CA,Implement backend data pipelines for manipulating and managing big data. Improve existing data pipelines in terms of scalability and efficiency.
Senior Data Engineer,Hemisphere Media Group,Santa Monica. CA 90404,Proficiency in SQL. data modeling. and data warehousing. Collaborate with product teams and data analysts to design and build data-forward solutions.
Senior Software Engineer. Data,Eureka,San Francisco. CA,Collaborate with multifunctional engineers across the company to help tune the performance of large data applications to drive cost savings.
Lead Data Engineer,FabFitFun,Los Angeles. CA•Temporarily Remote,Lead a team of Data Engineers to build. test and refine data pipelines for data analytics and business intelligence (BI).
Principal Data Engineer,Disney Streaming Services,Santa Monica. CA,Build data pipelines to consume data from various data sources and create a unified/enterprise data model for analytics and reporting.
Software Engineer - Data,Obsidian Security,Redwood City. CA 94063+1 location,You are a strong. analytically inclined engineer who loves solving complex problems using data. Work in tandem with data science and data engineering teams to
Sr. Data/Systems Engineer,Tesla,Fremont. CA,Perform data quality validations to ensure data creation. Acquire data from primary or secondary data sources and maintain databases/data systems to empower
Software Engineer - Big Data,U.S. Bank,San Francisco. CA,Able to communicate processes and results with all parties involved in the product team. including engineers. product owner. scrum master. third party vendors
Data Engineer II,Silicon Valley Bank,Santa Clara. CA 95054,This includes providing data integration services for all batch data movement. managing. and enhancing the data warehouse. Data Lake & data marts. and providing
Software Engineer - Data,Wing,Palo Alto. CA,The ideal candidate has a thorough understanding of data pipeline scalability. has experience with managing distributed data collection systems. and has an
Data Engineer,Triplebyte,California•Remote,Make data and analytics easily accessible to product and revenue teams to enable data-driven decision making. Experience setting up and/or revamping large parts
Energy Service Data Infrastructure Engineer,Tesla,Palo Alto. CA,Experience using Python or equivalent for data analysis. We use data collected from our highly connected systems to find problems before the customer does and
Data Engineer,Fox Corporation,Los Angeles. CA,You have experience building and maintaining ETLs. data pipelines. and data models. Strong experience with distributed data architectures and big data
Return to Work - Data Engineer. Analytics,Facebook,Menlo Park. CA 94025,Collaborate with software engineers. product managers. other data engineers and data scientists to understand data needs.
Data Analytics Engineer,PARACHUTE HOME,Los Angeles. CA,Design customized data tests to guarantee quality of data model results. Experience with transactional data processing. ETL. data warehouse. data mart. data
Data Engineer,Morecommerce,Chico. CA,Develop protocols and manage the data governance process to promote data standards. data quality & data security. Benefits: medical. dental. vision. 401k.
Senior Data Engineer- Data Streaming,Pluto TV,Los Angeles. CA 90069,Demonstrated expertise with streaming data. Working as part of the Data Engineering team responsible for managing data feeds and collecting analytical streaming
Big Data Engineer,Bloom Energy,San Jose. CA 95134 (North San Jose area)•Remote,Design and delivery of scalable data-driven applications in real-time platforms. Assist in analyzing diverse sets of imperfect data and finding common patterns.
Lead Software Engineer. Core Data,6sense,San Francisco. CA,Mentor junior engineers and onboard new engineers. Design and implement tools to scrape data. validate data. and semi-automate human feedback.
Software Engineer - Ads Data,Bytedance,Mountain View. CA,Build data expertise and own data quality for allocated areas of ownership. Work with product managers and data analysts to build data products that power our
Senior Data Engineer,Fast AF,San Francisco. CA•Remote,Interface with engineers. product managers and machine learning scientists/engineers to understand data needs and implement robust and scalable solutions.
Senior Data Engineer,Parkside,San Francisco. CA•Remote,Work with data and analytics experts to strive for greater functionality in our data systems. Keep our data separated and secure across national boundaries
Data Engineer,Twitch,San Francisco. CA,3+ years of experience maintaining data pipelines from multiple data sources. in collaboration with diverse partners. 401(k). Maternity & Parental Leave.
Sr Python & SQL(ETL) Data Engineer,ServiceNow,Santa Clara. CA 95054,Training analysts and data scientists alike on available data sources. Enforcing company data policies and procedures to ensure data quality and reduce
Data Engineer,The World's Fastest Growing Rideshare Company,San Francisco. CA•Remote,Own core company data pipeline. being responsible for scaling up data processing flow to meet rapid data growth. Schedule: Monday - Friday. 40 hours per week.
Data Engineer,Natera,San Carlos. CA 94070,This position is responsible for analyzing data and collaborate with business analyst and developers to translate data requirements into logical data models.
Backend/Data Engineer,Verkada,San Mateo. CA,Ability to engineer fault-tolerant distributed systems that move data around without duplicates. missed rows. within api limits.
Data Center Engineer,New Millenium Consulting,Hollywood. CA•Temporarily Remote,Performs activities related to the creation. implementation. and sustainment of attraction industrial data centers and communications.
Data Engineer,Rockstar Games,San Diego. CA,Develop data monitoring framework to ensure highest data quality. In collaboration with other data engineers. database administrators. and developers. the
Data Engineer II (Remote),GoGuardian,El Segundo. CA•Remote,Develop new ETL processes to fulfill the data needs of data science and other departments. Ensure the data collection pipeline and data analysis infrastructure
Data Engineer,Ontic,Chatsworth. CA 91311,Contribute to data pipelines that clean. transform and aggregate data from disparate data sources into reporting data stores.
Senior Data Engineer - Data Product Development. Loyalty and...,Visa,Foster City. CA,Experience in Distributed data processing and hadoop eco system. Responsible for design and development of different products utilizing Visa's huge data.
Senior Data Engineer,The Walt Disney Company (Corporate),Burbank. CA,Expertise with all aspects of data management: data governance. data mastering. meta-data management. data taxonomies and ontologies.
Data Center Manufacturing Engineer. Standards. Tools and Met...,Google,San Francisco. CA,Train engineers in advanced manufacturing engineering methods and tools. Standardize and document tools and methods for optimal manufacturing and assembly of
Sr. Big Data Engineer,QuantumBricks,Milpitas. CA•Temporarily Remote,Deep understanding of Big data and Hadoop architecture. Strong knowledge of data structures. algorithms. & distributed systems. Job Types: Part-time. Contract.
Staff Data Engineer,Dolby,Sunnyvale. CA 94085 (East Murphy area),Partner with other data teams across the Dolby to build data pipelines that transform. aggregate. and integrate Interactivity API data into the central data
Senior Data Software Engineer,Course Hero,Redwood City. CA,Work with our teams of data analysts. machine learning engineers and software engineers to develop data marts that provide convenient access to the data for
Principal Data Platform Software Engineer,Clari,Sunnyvale. CA 94086 (East Murphy area)•Remote,Learn and contribute to all aspects of the data platform. from data extraction from external systems to data modeling. transformation. and data management.
Data Engineer,Fox Corporation,Los Angeles. CA,You have experience building and maintaining ETLs. data pipelines. and data models. Strong experience with distributed data architectures and big data
Data Engineer,SureCo,Santa Ana. CA 92707,Detect data quality issues. identify their root causes. implement fixes. and design data audits to capture issues. 5+ years of relevant work experience.
GNC Infrastructure & Data Engineer,Archer,Palo Alto. CA,Develop tools to interface with data pipelines for processing simulation and flight test data. Experience with databases and/or data pipelines.
Data Engineer,Pluralsight,Los Angeles. CA•Remote,Experience in data modeling for batch processing and streaming data feeds; structured and unstructured data. Knowledge of data management fundamentals and data
Data Engineer,LPL Financial,San Diego. CA,Work closely on a Hadoop based data lake leveraging Spark and Python scripting to efficiently combine data from multiple sources and develop curated data stores
Sr Python & SQL(ETL) Data Engineer,ServiceNow,Santa Clara. CA 95054,Training analysts and data scientists alike on available data sources. Enforcing company data policies and procedures to ensure data quality and reduce
Data Engineer,Digit,California,You're familiar with extracting data from different data stores and making it available for analytical and machine learning use cases in data lakes and
Senior Data Engineer - Machine Learning,Samsara,San Francisco. CA,3+ years experience as a data engineer or data-focused Software Engineer. Build highly reliable computed tables (including unstructured data like video and
Backend/Data Engineer,Verkada,San Mateo. CA,Ability to engineer fault-tolerant distributed systems that move data around without duplicates. missed rows. within api limits.
Senior Data Engineer. Machine Learning,Flock Freight,California•Remote,Deep understanding of data pipelines and data science workflows. Design and implement production-grade data pipelines utilizing big data and distributed
Data Engineer,8k Miles,Pleasanton. CA,Experience with data pipeline and workflow management tools: Azkaban. Luigi. Airflow. Experience with big data tools: Hadoop. Spark. Kafka. etc.
Data Engineer,Hazel Health,San Francisco. CA+1 location•Remote,Experience with data security and privacy concerns. ideally with healthcare data. Familiarity with data governance frameworks.
Lead Data Engineer,Virgin Orbit,Long Beach. CA 90808 (Airport Area area),Create and maintain the data pipeline architecture for real-time data processing. Proficient at building processes supporting data transformation. data
Associate Data Engineer,Hive Media Group,Carlsbad. CA•Temporarily Remote,1+ years of experience with ETL. data processing. and data analytics. Maintain and develop data workflows. internal process improvements. and optimize data
Data Engineer,Ontic,Chatsworth. CA 91311,Contribute to data pipelines that clean. transform and aggregate data from disparate data sources into reporting data stores.
Data Engineer,Netskope,California•Remote,The Data Engineer candidate will build an ETL pipeline of data to supply data to an enterprise data warehouse for analysis by the BI team.
Sr Python & SQL(ETL) Data Engineer,ServiceNow,Santa Clara. CA 95054,Training analysts and data scientists alike on available data sources. Enforcing company data policies and procedures to ensure data quality and reduce
Senior Data Engineer,AltaMed Health Services Corporation,Montebello. CA 90640•Remote,Proficiency in all facets of DW Architecture. data flow strategy. data modeling. metadata and master data management.
Software Engineer. Data,Mercari,California•Remote,Support stakeholders with designing data structure for data products. Industry experience building and productionizing data pipelines.
Sr. Data Engineer,Finix Payments,San Francisco. CA,Be the subject matter expert in all things data pipelines. data lakes and warehouse. tooling & frameworks. integration and sourcing of data.
Sr. Data Engineer (Data Quality & Insights),Auction.com,Irvine. CA 92618 (Irvine Health and Science Complex area)•Temporarily Remote,You will collaborate with business users. data engineers. and data scientists to bring meaning to the data and help ensure data pipelines are measuring metrics
Principal UI Engineer. Data Visualization,Workday,San Mateo. CA 94402 (Aragon area),You will utilize your knowledge of data structures and algorithms to develop highly performant features. The clean. intuitive. and beautiful user interface you
Software Engineer. Data Products,Square,San Francisco. CA,Good decision-making is only possible when you have trustworthy and reliable data. along with the right tools and systems to process. analyze. and consume that
Staff Data Engineer,Dolby,Sunnyvale. CA 94085 (East Murphy area),Partner with other data teams across the Dolby to build data pipelines that transform. aggregate. and integrate Interactivity API data into the central data
Sr. Associate Data Engineer,Workday,Pleasanton. CA,Experience with very large-scale data warehouse and data engineering projects. Ability to create data models. STAR schemas for data consuming.
Senior Data Engineer,Aktify,Menlo Park. CA 94025•Remote,Expert with data lake design. data modeling and massive data sets. Implement efficient real-time streaming and data lake batch processes that preserve data
Software Engineer - Data Infrastructure - Public Cloud,JPMorgan Chase Bank. N.A.,Palo Alto. CA,Keen interest in data engineering and designing/developing data-centric solutions. Experience with data manipulation using pandas in python.
Staff Software Engineer. Data,Robinhood,Menlo Park. CA,We integrate multifaceted data streams such as constantly evolving market data. user data based on app activity. and brokerage operations data to perfect our
Data Engineer,Resiliency LLC,San Francisco. CA+1 location,Hands-on experience developing/maintaining data pipelines (ETL. ELT. streaming data). Knowledge and experience deploying and maintaining data process frameworks
Data Scientist / Data Engineer,DeepMap. Inc,Palo Alto. CA 94303,Ability to investigate down to data source to ensure accuracy of data. Experience analyzing large scale data sets. Database querying skills using SQL.
NASA Data Systems Test and Software Operations Support Engin...,HX5,Mountain View. CA 94035,Strong attention to details in maintaining data integrity and identifying potential data problems. The S3VI common web portal will perform data consolidation.
Data Engineer,FutureSoft IT,Sunnyvale. CA 94043,We are looking for data engineers who will build. migrate and maintain data pipelines. ? Experience building high performance data pipelines.
Data Science Engineer (AI),Glacier,San Francisco. CA 94103 (South of Market area),Knowledge of data mining and big data analytics techniques. This area of responsibility is broad and includes: building ML infrastructure. building analytics
Software Engineer - Data Mining. Machine Learning,Motional,Santa Monica. CA 90401 (Downtown/Third Street Promenade area),Build scalable data pipelines for data mining and analytics. Experience with ETL or large scale data processing. 3+ years experience working with Linux.
Senior Software Engineer - SaaS Data Protection,Rubrik Job Board,Palo Alto. CA,You will design. build. and maintain Rubrik's cloud data protection services. Experience in data structures. algorithms. software design. and systems analysis.
Data Engineer,8k Miles,Pleasanton. CA,Experience with data pipeline and workflow management tools: Azkaban. Luigi. Airflow. Experience with big data tools: Hadoop. Spark. Kafka. etc.
Data Engineer,Digit,California,You're familiar with extracting data from different data stores and making it available for analytical and machine learning use cases in data lakes and
Staff Software Engineer. Data Connections,Amplitude,San Francisco. CA,Data Connections team works as an early stage startup within Amplitude. trying to create a new data platform to support customers collect the right data and
Senior Software Engineer. Core Data Platform,Netflix,Los Gatos. CA,Troubleshoot complex operational issues by gathering and analyzing data from various sources. Address complex problems at both an application and system level.
Data Science - Analytics Engineer,Transform Data,San Francisco. CA•Remote,Experience with relational data modeling and metadata management. Analyze and translate business needs into long-term data models.
Principal Data Engineer,Albert,Los Angeles. CA•Remote,Design and maintain data storage solutions such as data lakes and data warehouses that allow for large-scale analytics processing.
Principal Data Engineer,Albert,Los Angeles. CA•Remote,Design and maintain data storage solutions such as data lakes and data warehouses that allow for large-scale analytics processing. Things you're good at.
Data Center NAND SSD Product Development Engineer - SK,Intel,Folsom. CA 95630,The transaction will enhance the resources and potential of the business' storage solutions. including client and enterprise SSDs. in the rapidly growing NAND
Sr Python & SQL(ETL) Data Engineer,ServiceNow,Santa Clara. CA 95054,Training analysts and data scientists alike on available data sources. Enforcing company data policies and procedures to ensure data quality and reduce
Data Scientist / Data Engineer,DeepMap. Inc,Palo Alto. CA 94303,Ability to investigate down to data source to ensure accuracy of data. Experience analyzing large scale data sets. In this role you will:
Senior Data Engineer,Aktify,Menlo Park. CA 94025•Remote,Expert with data lake design. data modeling and massive data sets. Implement efficient real-time streaming and data lake batch processes that preserve data
Data Ops Engineer - Remote,Retina.ai,California•Remote,Experience with large relational data in various formats. That is to automate fast. available. and accurate data to super-charge the data science we deliver to
Staff Software Engineer. Data Connections,Amplitude,San Francisco. CA,Data Connections team works as an early stage startup within Amplitude. trying to create a new data platform to support customers collect the right data and
Senior Data Engineer,Komodo Health,California•Remote,Recommended continuous improvements to our data governance practices and implemented data quality improvements. We Breathe Life Into Data!
Sr. Data Engineer,Thermo Fisher Scientific,Carlsbad. CA 92008+1 location,Automating manual data acquisition processes and optimize data delivery. Data integration. data integrity to improve data fidelity for real time analytics.
Senior Data Engineer - Scala/Spark/SQL,Hewlett Packard Enterprise,San Jose. CA 95002 (North San Jose area),Experience in data cleaning techniques. ETL. and data visualizations. Innovate. design. develop data extraction. transfer and load programs for large data
Software Engineer. Data,Mercari,California•Remote,Support stakeholders with designing data structure for data products. Industry experience building and productionizing data pipelines. What You'll Be Doing:
Sr Data Engineer,Tesla,Lathrop. CA,Have extensive knowledge building data pipelines and infrastructure that can adapt and scale as data volume grows and customer needs evolve.
Data Engineer,Trianz,San Francisco. CA 94104 (Financial District area),Build data expertise and own data quality for allocated areas of ownership. Experience with large data sets. Hadoop. and data visualization tools.
Principal Engineer. Data Platform,Valo Health,San Francisco. CA,10+ years' of experience in data systems. data engineering. data governance. and data pipelining. Experience building data systems that support ML workflows and
Data Engineer,FutureSoft IT,Sunnyvale. CA 94043,We are looking for data engineers who will build. migrate and maintain data pipelines. We are looking for engineers with: No corp to corp applicants please.
Sr Data Engineer (Content Metadata),WarnerMedia,Culver City. CA,Develop and enforce data engineering. security. data quality standards through automation. Work closely with data analysts and business stakeholders to make
Lead Data Platform Engineer,Philo,San Francisco. CA 94103 (South of Market area),Evangelizing high quality data engineering practices towards building data infrastructure. pipelines at scale and fostering the next-gen state of art data
Staff Software Engineer. Data,Robinhood,Menlo Park. CA,We integrate multifaceted data streams such as constantly evolving market data. user data based on app activity. and brokerage operations data to perfect our
Senior Data Engineer. Machine Learning,Flock Freight,California•Remote,Deep understanding of data pipelines and data science workflows. Design and implement production-grade data pipelines utilizing big data and distributed
Data Center NAND SSD Product Development Engineer - SK,Intel,Folsom. CA 95630,The transaction will enhance the resources and potential of the business' storage solutions. including client and enterprise SSDs. in the rapidly growing NAND
Senior Data Engineer - SQL. AWS. Python,CyberCoders,San Diego. CA 92101•Remote,5+ years of professional experience in data engineering. Experience with data visualization tools such as Tableau. Competitive base salary ($150-170k DOE).
Data Engineer,Fox Corporation,Los Angeles. CA,You have experience building and maintaining ETLs. data pipelines. and data models. Strong experience with distributed data architectures and big data
Principal Data Engineer,Albert,Los Angeles. CA•Remote,Design and maintain data storage solutions such as data lakes and data warehouses that allow for large-scale analytics processing.
Software Engineer - Data Infrastructure,Resonance AI,San Francisco. CA,Experience designing. implementing. and maintaining data systems or tools. Familiarity with gathering feedback and working with customers of data or tools.
Senior Solutions Engineer. Data Science,The Trade Desk,San Francisco. CA 94105 (South Beach area),Deep understanding and direct use of big data platforms (Spark. Hadoop. etc.). and data engineering technologies. Experience working with REST APIs is a plus.
Software Engineer - Ads Data,Bytedance,Mountain View. CA,Build data expertise and own data quality for allocated areas of ownership. Work with product managers and data analysts to build data products that power our
Senior Data Platform Engineer,EasyPost,California•Remote,As apart of the Data team you will be responsible for building a scalable data ingestion/processing platform and low latency customer facing data APIs.
Data Engineer,MOLOCO,Redwood City. CA,Implement backend data pipelines for manipulating and managing big data. Improve existing data pipelines in terms of scalability and efficiency.
Cloud Data Engineer,cloudteam,San Francisco. CA,Work with data and analytics experts to strive for greater functionality in our data systems. Build the infrastructure required for optimal extraction.
Backend/Data Engineer,Verkada,San Mateo. CA,Ability to engineer fault-tolerant distributed systems that move data around without duplicates. missed rows. within api limits.
Senior Data Analytics Engineer,Panther Labs,San Francisco. CA,Collaborate with the data processing team on data related components (e.g.. schema design). Test and tune data lake performance.
Data Engineer II. Fintech,Uber,San Francisco. CA 94103 (South of Market area),This role also designs and develops large-scale data systems (e.g.. databases. data warehouses. big data systems). platforms. and infrastructure for various
Data Engineer. Machine Learning,Cadence Design Systems,San Jose. CA 95134 (North San Jose area),Experience building and optimizing ETL data pipelines. In-depth understanding of data structures. algorithms. and distributed systems.
Data Scientist / ML Engineer,INFISWIFT TECHNOLOGIES,Milpitas. CA•Remote,Proficiency in computer science fundamentals such as data structures. algorithms and networking. Optimization of complex manufacturing pipelines using machine
Senior Data Engineer,Parkside,San Francisco. CA•Remote,Work with data and analytics experts to strive for greater functionality in our data systems. Keep our data separated and secure across national boundaries
Senior Data Engineer,HackerRank,California•Remote,Establish. mentor and advice on data engineering best practices. Architect. Develop and maintain our data warehouse and analytics database.
Staff Software Engineer - Data Platform,Discord,California+1 location•Remote,Experience with data products on Google Cloud Platform. We operate a petabyte-scale data warehouse and provide tools that empower the machine learning. data
Sr. Data Engineer,Finix Payments,San Francisco. CA,Be the subject matter expert in all things data pipelines. data lakes and warehouse. tooling & frameworks. integration and sourcing of data.
Associate. Data Engineer,KPMG,Santa Clara. CA 95054+2 locations,Assist with conducting data design. API design and application component architecture. Experience with RDBS and NoSQL Databases such as Postgres. MySQL. Mongo.
Staff Software Engineer. Data,Robinhood,Menlo Park. CA,We integrate multifaceted data streams such as constantly evolving market data. user data based on app activity. and brokerage operations data to perfect our
Principal Data Engineer. JLL Technologies,JLL,San Francisco. CA,Functionally lead team of data engineers to deliver data solutions in Agile manner while mentoring junior-level data engineers.
Sr. Data Center Infrastructure Engineer,Zscaler,San Jose. CA 95134 (North San Jose area),Server and network hardware troubleshooting. followed by physical repair or replacement. Perform initial configuration of servers and network devices and
Data Center Facilities Engineering. Systems Engineer,Facebook,Fremont. CA 94555 (Northgate area),Support day-to-day operations and escalations of the overall virtual desktop environment and network. Improve and optimize system administration and management
Data Science - Analytics Engineer,Resonance AI,San Francisco. CA,Experience with relational data modeling and metadata management. Analyze and translate business needs into long-term data models.
Software Engineer. Data Engineering,Neuralink,Fremont. CA,Experience with data engineering - ETL Pipelines. Data Lakes. Database Management. etc. You are excited to work with and learn from software. mechanical.
